rownames	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	geneid	species
Ssus11-GNG10.1	0	0.59	0.792	0.415	0	3	Ssus11-GNG10	GNG10	Suss11
Ssus11-ACVRL1	0	0.43	0.458	0.151	0	3	Ssus11-ACVRL1	ACVRL1	Suss11
Ssus11-RPLP2.3	0	0.47	1	0.992	0	3	Ssus11-RPLP2	RPLP2	Suss11
Ssus11-GNPTAB	0	0.38	0.381	0.108	0	3	Ssus11-GNPTAB	GNPTAB	Suss11
Ssus11-SH3BP2	0	0.41	0.472	0.159	0	3	Ssus11-SH3BP2	SH3BP2	Suss11
Ssus11-TSKU.1	0	0.49	0.572	0.229	0	3	Ssus11-TSKU	TSKU	Suss11
Ssus11-GIMAP4.1	0	0.48	0.6	0.237	0	3	Ssus11-GIMAP4	GIMAP4	Suss11
Ssus11-ENSSSCG00000002650	0	0.51	0.61	0.263	0	3	Ssus11-ENSSSCG00000002650	ENSSSCG00000002650	Suss11
Ssus11-DUT.1	0	0.53	0.595	0.253	0	3	Ssus11-DUT	DUT	Suss11
Ssus11-AP1S1	0	0.42	0.485	0.17	0	3	Ssus11-AP1S1	AP1S1	Suss11
Ssus11-TCIRG1	0	0.48	0.483	0.173	0	3	Ssus11-TCIRG1	TCIRG1	Suss11
Ssus11-ENSSSCG00000017509.1	0	0.43	0.999	0.99	0	3	Ssus11-ENSSSCG00000017509	ENSSSCG00000017509	Suss11
Ssus11-RPS15.2	0	0.47	1	0.997	0	3	Ssus11-RPS15	RPS15	Suss11
Ssus11-TPM3.1	0	0.53	0.753	0.371	0	3	Ssus11-TPM3	TPM3	Suss11
Ssus11-SPTBN1.3	0	-0.79	0.194	0.574	0	3	Ssus11-SPTBN1	SPTBN1	Suss11
Ssus11-JPT1.1	0	0.49	0.631	0.277	0	3	Ssus11-JPT1	JPT1	Suss11
Ssus11-SERF2.1	0	0.41	1	0.997	0	3	Ssus11-SERF2	SERF2	Suss11
Ssus11-ARHGDIB	0	0.5	0.626	0.272	0	3	Ssus11-ARHGDIB	ARHGDIB	Suss11
Ssus11-ARPC5.1	0	0.55	0.841	0.462	0	3	Ssus11-ARPC5	ARPC5	Suss11
Ssus11-ARPC4.1	0	0.57	0.869	0.549	0	3	Ssus11-ARPC4	ARPC4	Suss11
Ssus11-GRN.1	0	0.57	0.962	0.761	0	3	Ssus11-GRN	GRN	Suss11
Ssus11-ECM1.1	0	0.6	0.796	0.436	0	3	Ssus11-ECM1	ECM1	Suss11
Ssus11-SNRPG	0	0.55	0.745	0.391	0	3	Ssus11-SNRPG	SNRPG	Suss11
Ssus11-CRABP2	0	0.3	0.274	0.061	0	3	Ssus11-CRABP2	CRABP2	Suss11
Ssus11-SDC1	0	0.39	0.401	0.123	0	3	Ssus11-SDC1	SDC1	Suss11
Ssus11-FJX1	0	0.34	0.326	0.085	0	3	Ssus11-FJX1	FJX1	Suss11
Ssus11-IL18	0	0.31	0.298	0.072	0	3	Ssus11-IL18	IL18	Suss11
Ssus11-RASSF4	0	0.4	0.403	0.127	0	3	Ssus11-RASSF4	RASSF4	Suss11
Ssus11-OLFM1	0	0.53	0.598	0.255	0	3	Ssus11-OLFM1	OLFM1	Suss11
Ssus11-ENSSSCG00000033623	0	0.28	0.265	0.058	0	3	Ssus11-ENSSSCG00000033623	ENSSSCG00000033623	Suss11
Ssus11-RPS21.1	0	0.43	1	0.994	0	3	Ssus11-RPS21	RPS21	Suss11
Ssus11-FMNL1	0	0.39	0.44	0.147	0	3	Ssus11-FMNL1	FMNL1	Suss11
Ssus11-SLC25A6.1	0	0.48	0.997	0.974	0	3	Ssus11-SLC25A6	SLC25A6	Suss11
Ssus11-SNX10	0	0.35	0.353	0.099	0	3	Ssus11-SNX10	SNX10	Suss11
Ssus11-SLC25A5	0	0.45	0.584	0.245	0	3	Ssus11-SLC25A5	SLC25A5	Suss11
Ssus11-COX6A2.3	0	-1.52	0.269	0.609	0	3	Ssus11-COX6A2	COX6A2	Suss11
Ssus11-UBE2C	0	0.35	0.347	0.097	0	3	Ssus11-UBE2C	UBE2C	Suss11
Ssus11-ARHGAP25	0	0.33	0.336	0.091	0	3	Ssus11-ARHGAP25	ARHGAP25	Suss11
Ssus11-ARHGDIA.3	0	0.56	0.887	0.601	0	3	Ssus11-ARHGDIA	ARHGDIA	Suss11
Ssus11-GM2A.2	0	0.53	0.77	0.395	0	3	Ssus11-GM2A	GM2A	Suss11
Ssus11-RPS18.2	0	0.54	0.996	0.975	0	3	Ssus11-RPS18	RPS18	Suss11
Ssus11-BTK	0	0.27	0.241	0.05	0	3	Ssus11-BTK	BTK	Suss11
Ssus11-CTSL	0	0.36	0.327	0.087	0	3	Ssus11-CTSL	CTSL	Suss11
Ssus11-MPP1.1	0	0.47	0.662	0.298	0	3	Ssus11-MPP1	MPP1	Suss11
Ssus11-SGPL1	0	0.34	0.374	0.112	0	3	Ssus11-SGPL1	SGPL1	Suss11
Ssus11-CCL2.2	0	0.67	0.773	0.426	0	3	Ssus11-CCL2	CCL2	Suss11
Ssus11-MRPL20.1	0	0.54	0.644	0.312	0	3	Ssus11-MRPL20	MRPL20	Suss11
Ssus11-TIMP1.2	0	0.77	0.938	0.711	0	3	Ssus11-TIMP1	TIMP1	Suss11
Ssus11-FERMT3	0	0.49	0.642	0.298	0	3	Ssus11-FERMT3	FERMT3	Suss11
Ssus11-SELENOS	0	0.48	0.59	0.261	0	3	Ssus11-SELENOS	SELENOS	Suss11
Ssus11-ZNRF2	0	0.31	0.324	0.088	0	3	Ssus11-ZNRF2	ZNRF2	Suss11
Ssus11-LAMTOR1.1	0	0.54	0.778	0.442	0	3	Ssus11-LAMTOR1	LAMTOR1	Suss11
Ssus11-MCM2	0	0.29	0.286	0.07	0	3	Ssus11-MCM2	MCM2	Suss11
Ssus11-PEPD.2	0	0.49	0.59	0.26	0	3	Ssus11-PEPD	PEPD	Suss11
Ssus11-STXBP2	0	0.29	0.287	0.07	0	3	Ssus11-STXBP2	STXBP2	Suss11
Ssus11-ENSSSCG00000029830.2	0	0.44	1	0.989	0	3	Ssus11-ENSSSCG00000029830	ENSSSCG00000029830	Suss11
Ssus11-ARPC2.1	0	0.54	0.796	0.443	0	3	Ssus11-ARPC2	ARPC2	Suss11
Ssus11-H2AFZ	0	0.46	0.552	0.229	0	3	Ssus11-H2AFZ	H2AFZ	Suss11
Ssus11-RPS2.1	0	0.43	1	0.994	0	3	Ssus11-RPS2	RPS2	Suss11
Ssus11-ANXA4	0	0.35	0.366	0.111	0	3	Ssus11-ANXA4	ANXA4	Suss11
Ssus11-MYBL2	0	0.31	0.322	0.088	0	3	Ssus11-MYBL2	MYBL2	Suss11
Ssus11-GPX4.2	0	0.49	0.97	0.84	0	3	Ssus11-GPX4	GPX4	Suss11
Ssus11-RPS8.1	0	0.36	1	0.998	0	3	Ssus11-RPS8	RPS8	Suss11
Ssus11-EDEM1	0	0.36	0.428	0.146	0	3	Ssus11-EDEM1	EDEM1	Suss11
Ssus11-FKBP2.1	0	0.48	0.734	0.378	0	3	Ssus11-FKBP2	FKBP2	Suss11
Ssus11-RAC2	0	0.3	0.302	0.079	0	3	Ssus11-RAC2	RAC2	Suss11
Ssus11-ATP6V1G1	0	0.58	0.749	0.421	0	3	Ssus11-ATP6V1G1	ATP6V1G1	Suss11
Ssus11-CIB1	0	0.45	0.619	0.278	0	3	Ssus11-CIB1	CIB1	Suss11
Ssus11-SELENOH	0	0.53	0.689	0.356	0	3	Ssus11-SELENOH	SELENOH	Suss11
Ssus11-PPP1R14B.1	0	0.56	0.726	0.394	0	3	Ssus11-PPP1R14B	PPP1R14B	Suss11
Ssus11-BIRC5	0	0.35	0.343	0.1	0	3	Ssus11-BIRC5	BIRC5	Suss11
Ssus11-ALOX5AP	0	0.35	0.358	0.108	0	3	Ssus11-ALOX5AP	ALOX5AP	Suss11
Ssus11-EIF4EBP1	0	0.5	0.765	0.408	0	3	Ssus11-EIF4EBP1	EIF4EBP1	Suss11
Ssus11-NAGA.1	0	0.53	0.661	0.324	0	3	Ssus11-NAGA	NAGA	Suss11
Ssus11-SERPINB1	0	0.32	0.354	0.105	0	3	Ssus11-SERPINB1	SERPINB1	Suss11
Ssus11-NCKAP1L	0	0.38	0.464	0.169	0	3	Ssus11-NCKAP1L	NCKAP1L	Suss11
Ssus11-YBX3.2	0	-1.01	0.566	0.78	0	3	Ssus11-YBX3	YBX3	Suss11
Ssus11-ENSSSCG00000032003.1	0	0.51	0.928	0.697	0	3	Ssus11-ENSSSCG00000032003	ENSSSCG00000032003	Suss11
Ssus11-ATP6V1A	0	0.36	0.353	0.107	0	3	Ssus11-ATP6V1A	ATP6V1A	Suss11
Ssus11-AP2M1.3	0	0.51	0.917	0.683	0	3	Ssus11-AP2M1	AP2M1	Suss11
Ssus11-RPLP1.2	0	0.37	1	1	0	3	Ssus11-RPLP1	RPLP1	Suss11
Ssus11-NXT1	0	0.36	0.419	0.144	0	3	Ssus11-NXT1	NXT1	Suss11
Ssus11-RFC2	0	0.41	0.517	0.207	0	3	Ssus11-RFC2	RFC2	Suss11
Ssus11-ENSSSCG00000013906.2	0	0.38	1	0.997	0	3	Ssus11-ENSSSCG00000013906	ENSSSCG00000013906	Suss11
Ssus11-PCP4.3	0	-1.36	0.03	0.38	0	3	Ssus11-PCP4	PCP4	Suss11
Ssus11-MSMB	0	0.27	0.293	0.075	0	3	Ssus11-MSMB	MSMB	Suss11
Ssus11-METRNL.1	0	0.52	0.724	0.387	0	3	Ssus11-METRNL	METRNL	Suss11
Ssus11-LAMTOR2	0	0.48	0.698	0.356	0	3	Ssus11-LAMTOR2	LAMTOR2	Suss11
Ssus11-CAPN2	0	0.5	0.784	0.434	0	3	Ssus11-CAPN2	CAPN2	Suss11
Ssus11-HNMT	0	0.38	0.452	0.164	0	3	Ssus11-HNMT	HNMT	Suss11
Ssus11-SCARB2.1	0	0.47	0.651	0.309	0	3	Ssus11-SCARB2	SCARB2	Suss11
Ssus11-MYD88	0	0.41	0.444	0.162	0	3	Ssus11-MYD88	MYD88	Suss11
Ssus11-DDX39A	0	0.35	0.386	0.127	0	3	Ssus11-DDX39A	DDX39A	Suss11
Ssus11-DDX41	0	0.43	0.527	0.218	0	3	Ssus11-DDX41	DDX41	Suss11
Ssus11-TXNDC17	0	0.46	0.712	0.364	0	3	Ssus11-TXNDC17	TXNDC17	Suss11
Ssus11-ATP2A3	0	0.32	0.347	0.104	0	3	Ssus11-ATP2A3	ATP2A3	Suss11
Ssus11-SNRPD1	0	0.44	0.549	0.237	0	3	Ssus11-SNRPD1	SNRPD1	Suss11
Ssus11-PLBD2	0	0.46	0.602	0.272	0	3	Ssus11-PLBD2	PLBD2	Suss11
Ssus11-PFN1.2	0	0.58	0.702	0.373	0	3	Ssus11-PFN1	PFN1	Suss11
Ssus11-NEK6	0	0.37	0.458	0.169	0	3	Ssus11-NEK6	NEK6	Suss11
Ssus11-GLMP.1	0	0.47	0.705	0.355	0	3	Ssus11-GLMP	GLMP	Suss11
Ssus11-NRP2	0	0.35	0.419	0.145	0	3	Ssus11-NRP2	NRP2	Suss11
Ssus11-ABHD12.1	0	0.48	0.639	0.305	0	3	Ssus11-ABHD12	ABHD12	Suss11
Ssus11-ATP6V1H	0	0.39	0.439	0.162	0	3	Ssus11-ATP6V1H	ATP6V1H	Suss11
Ssus11-HACD4	0	0.26	0.258	0.062	0	3	Ssus11-HACD4	HACD4	Suss11
Ssus11-FHL1.2	0	-0.78	0.479	0.742	0	3	Ssus11-FHL1	FHL1	Suss11
Ssus11-ENSSSCG00000032768	0	0.29	0.285	0.075	0	3	Ssus11-ENSSSCG00000032768	ENSSSCG00000032768	Suss11
Ssus11-DNASE2.1	0	0.44	0.618	0.281	0	3	Ssus11-DNASE2	DNASE2	Suss11
Ssus11-TNXB.2	0	-0.95	0.081	0.425	0	3	Ssus11-TNXB	TNXB	Suss11
Ssus11-DCTPP1	0	0.28	0.284	0.075	0	3	Ssus11-DCTPP1	DCTPP1	Suss11
Ssus11-REXO2	0	0.45	0.599	0.271	0	3	Ssus11-REXO2	REXO2	Suss11
Ssus11-S100A1.3	0	-1.05	0.082	0.423	0	3	Ssus11-S100A1	S100A1	Suss11
Ssus11-CLTA	0	0.47	0.75	0.405	0	3	Ssus11-CLTA	CLTA	Suss11
Ssus11-RHBDF2	0	0.32	0.345	0.107	0	3	Ssus11-RHBDF2	RHBDF2	Suss11
Ssus11-ADA2	0	0.35	0.376	0.124	0	3	Ssus11-ADA2	ADA2	Suss11
Ssus11-HMGA1	0	0.39	0.415	0.15	0	3	Ssus11-HMGA1	HMGA1	Suss11
Ssus11-CSF1R.1	0	0.54	0.95	0.718	0	3	Ssus11-CSF1R	CSF1R	Suss11
Ssus11-ENSSSCG00000001927.1	0	0.52	0.883	0.609	0	3	Ssus11-ENSSSCG00000001927	ENSSSCG00000001927	Suss11
Ssus11-SOAT1	0	0.28	0.309	0.087	0	3	Ssus11-SOAT1	SOAT1	Suss11
Ssus11-MT1X.1	0	0.5	0.571	0.258	0	3	Ssus11-MT1X	MT1X	Suss11
Ssus11-ENSSSCG00000028092	0	0.36	0.429	0.157	0	3	Ssus11-ENSSSCG00000028092	ENSSSCG00000028092	Suss11
Ssus11-MYOF	0	0.36	0.421	0.15	0	3	Ssus11-MYOF	MYOF	Suss11
Ssus11-ENSSSCG00000008555	0	0.38	0.489	0.192	0	3	Ssus11-ENSSSCG00000008555	ENSSSCG00000008555	Suss11
Ssus11-EEF1A2.3	0	-1.17	0.032	0.366	0	3	Ssus11-EEF1A2	EEF1A2	Suss11
Ssus11-LAMTOR5	0	0.51	0.689	0.365	0	3	Ssus11-LAMTOR5	LAMTOR5	Suss11
Ssus11-ELOVL1	0	0.41	0.566	0.251	0	3	Ssus11-ELOVL1	ELOVL1	Suss11
Ssus11-SLC8B1	0	0.33	0.383	0.128	0	3	Ssus11-SLC8B1	SLC8B1	Suss11
Ssus11-C4BPA	0	0.51	0.63	0.298	0	3	Ssus11-C4BPA	C4BPA	Suss11
Ssus11-ENSSSCG00000000025	0	0.26	0.266	0.068	0	3	Ssus11-ENSSSCG00000000025	ENSSSCG00000000025	Suss11
Ssus11-RHOA	0	0.47	0.764	0.433	0	3	Ssus11-RHOA	RHOA	Suss11
Ssus11-IL27RA	0	0.29	0.305	0.087	0	3	Ssus11-IL27RA	IL27RA	Suss11
Ssus11-B2M.2	0	0.45	1	0.987	0	3	Ssus11-B2M	B2M	Suss11
Ssus11-TREM2	0	0.31	0.339	0.104	0	3	Ssus11-TREM2	TREM2	Suss11
Ssus11-C5AR1	0	0.39	0.491	0.195	0	3	Ssus11-C5AR1	C5AR1	Suss11
Ssus11-CDK4	0	0.39	0.484	0.195	0	3	Ssus11-CDK4	CDK4	Suss11
Ssus11-ENSSSCG00000005959	0	0.33	0.373	0.124	0	3	Ssus11-ENSSSCG00000005959	ENSSSCG00000005959	Suss11
Ssus11-PLD3.1	0	0.5	0.923	0.706	0	3	Ssus11-PLD3	PLD3	Suss11
Ssus11-NDRG1	0	0.42	0.522	0.223	0	3	Ssus11-NDRG1	NDRG1	Suss11
Ssus11-SCD	0	0.28	0.269	0.07	0	3	Ssus11-SCD	SCD	Suss11
Ssus11-LAMP1	0	0.48	0.826	0.501	0	3	Ssus11-LAMP1	LAMP1	Suss11
Ssus11-ENSSSCG00000013650	0	0.45	0.633	0.311	0	3	Ssus11-ENSSSCG00000013650	ENSSSCG00000013650	Suss11
Ssus11-HINT1.1	0	0.48	0.952	0.8	0	3	Ssus11-HINT1	HINT1	Suss11
Ssus11-RAN.2	0	0.52	0.836	0.583	0	3	Ssus11-RAN	RAN	Suss11
Ssus11-ARL8B	0	0.38	0.437	0.167	0	3	Ssus11-ARL8B	ARL8B	Suss11
Ssus11-INSIG1	0	0.32	0.329	0.102	0	3	Ssus11-INSIG1	INSIG1	Suss11
Ssus11-ENSSSCG00000007944.1	0	0.38	0.448	0.172	0	3	Ssus11-ENSSSCG00000007944	ENSSSCG00000007944	Suss11
Ssus11-RPS9.1	0	0.41	1	0.99	0	3	Ssus11-RPS9	RPS9	Suss11
Ssus11-SELENOM.3	0	0.53	0.934	0.706	0	3	Ssus11-SELENOM	SELENOM	Suss11
Ssus11-APOE.2	0	0.53	0.996	0.867	0	3	Ssus11-APOE	APOE	Suss11
Ssus11-SLC7A7	0	0.33	0.393	0.137	0	3	Ssus11-SLC7A7	SLC7A7	Suss11
Ssus11-SEC11C	0	0.42	0.572	0.261	0	3	Ssus11-SEC11C	SEC11C	Suss11
Ssus11-NECAP2.1	0	0.37	0.5	0.204	0	3	Ssus11-NECAP2	NECAP2	Suss11
Ssus11-ENSSSCG00000001930.2	0	0.5	0.96	0.823	0	3	Ssus11-ENSSSCG00000001930	ENSSSCG00000001930	Suss11
Ssus11-NUDT3.2	0	0.39	1	0.992	0	3	Ssus11-NUDT3	NUDT3	Suss11
Ssus11-NEBL.3	0	-1.09	0.058	0.382	0	3	Ssus11-NEBL	NEBL	Suss11
Ssus11-FLNC.3	0	-0.98	0.124	0.45	0	3	Ssus11-FLNC	FLNC	Suss11
Ssus11-OSTC	0	0.39	0.553	0.24	0	3	Ssus11-OSTC	OSTC	Suss11
Ssus11-ENSSSCG00000027124.1	0	0.45	0.691	0.338	0	3	Ssus11-ENSSSCG00000027124	ENSSSCG00000027124	Suss11
Ssus11-CRLF1	0	0.36	0.393	0.137	0	3	Ssus11-CRLF1	CRLF1	Suss11
Ssus11-CD82	0	0.3	0.317	0.096	0	3	Ssus11-CD82	CD82	Suss11
Ssus11-AKIP1	0	0.28	0.311	0.093	0	3	Ssus11-AKIP1	AKIP1	Suss11
Ssus11-ITGB3	0	0.29	0.266	0.07	0	3	Ssus11-ITGB3	ITGB3	Suss11
Ssus11-ARRB2.1	0	0.43	0.59	0.276	0	3	Ssus11-ARRB2	ARRB2	Suss11
Ssus11-HSPB6.2	0	-0.78	0.34	0.633	0	3	Ssus11-HSPB6	HSPB6	Suss11
Ssus11-CAPZB	0	0.44	0.646	0.326	0	3	Ssus11-CAPZB	CAPZB	Suss11
Ssus11-KPNA2	0	0.35	0.42	0.156	0	3	Ssus11-KPNA2	KPNA2	Suss11
Ssus11-MRTO4	0	0.38	0.466	0.188	0	3	Ssus11-MRTO4	MRTO4	Suss11
Ssus11-ANKH	0	0.35	0.354	0.119	0	3	Ssus11-ANKH	ANKH	Suss11
Ssus11-CSF2RB	0	0.3	0.339	0.109	0	3	Ssus11-CSF2RB	CSF2RB	Suss11
Ssus11-CILP.3	0	-1.04	0.065	0.383	0	3	Ssus11-CILP	CILP	Suss11
Ssus11-RCC2	0	0.33	0.424	0.159	0	3	Ssus11-RCC2	RCC2	Suss11
Ssus11-PTPRC	0	0.34	0.454	0.174	0	3	Ssus11-PTPRC	PTPRC	Suss11
Ssus11-ENSSSCG00000049524.1	0	0.41	0.569	0.26	0	3	Ssus11-ENSSSCG00000049524	ENSSSCG00000049524	Suss11
Ssus11-LSM4	0	0.33	0.409	0.15	0	3	Ssus11-LSM4	LSM4	Suss11
Ssus11-CDK2AP2	0	0.38	0.465	0.19	0	3	Ssus11-CDK2AP2	CDK2AP2	Suss11
Ssus11-CHCHD10.3	0	-1.43	0.478	0.703	0	3	Ssus11-CHCHD10	CHCHD10	Suss11
Ssus11-SEC61B.1	0	0.45	0.9	0.629	0	3	Ssus11-SEC61B	SEC61B	Suss11
Ssus11-NAAA	0	0.33	0.378	0.132	0	3	Ssus11-NAAA	NAAA	Suss11
Ssus11-CST3.3	0	0.56	1	0.995	0	3	Ssus11-CST3	CST3	Suss11
Ssus11-ENSSSCG00000008240	0	0.28	0.312	0.095	0	3	Ssus11-ENSSSCG00000008240	ENSSSCG00000008240	Suss11
Ssus11-NPM1.1	0	0.51	0.851	0.614	0	3	Ssus11-NPM1	NPM1	Suss11
Ssus11-ENSSSCG00000035904.1	0	0.38	1	0.993	0	3	Ssus11-ENSSSCG00000035904	ENSSSCG00000035904	Suss11
Ssus11-PYGL	0	0.37	0.442	0.175	0	3	Ssus11-PYGL	PYGL	Suss11
Ssus11-ENSSSCG00000026414	0	0.46	0.733	0.411	0	3	Ssus11-ENSSSCG00000026414	ENSSSCG00000026414	Suss11
Ssus11-ENSSSCG00000009303.1	0	0.37	1	0.988	0	3	Ssus11-ENSSSCG00000009303	ENSSSCG00000009303	Suss11
Ssus11-PLIN2	0	0.38	0.464	0.189	0	3	Ssus11-PLIN2	PLIN2	Suss11
Ssus11-RPL22L1.1	0	0.48	0.828	0.548	0	3	Ssus11-RPL22L1	RPL22L1	Suss11
Ssus11-ENSSSCG00000000767	0	0.44	0.671	0.354	0	3	Ssus11-ENSSSCG00000000767	ENSSSCG00000000767	Suss11
Ssus11-SPNS1	0	0.38	0.511	0.223	0	3	Ssus11-SPNS1	SPNS1	Suss11
Ssus11-MICAL1	0	0.34	0.392	0.143	0	3	Ssus11-MICAL1	MICAL1	Suss11
Ssus11-GLA	0	0.26	0.272	0.076	0	3	Ssus11-GLA	GLA	Suss11
Ssus11-IDI1	0	0.28	0.264	0.073	0	3	Ssus11-IDI1	IDI1	Suss11
Ssus11-TTYH2	0	0.38	0.487	0.205	0	3	Ssus11-TTYH2	TTYH2	Suss11
Ssus11-MPDU1	0	0.31	0.355	0.121	0	3	Ssus11-MPDU1	MPDU1	Suss11
Ssus11-LTBP3.2	0	-0.81	0.464	0.711	0	3	Ssus11-LTBP3	LTBP3	Suss11
Ssus11-CKS2	0	0.38	0.509	0.218	0	3	Ssus11-CKS2	CKS2	Suss11
Ssus11-RPL18.2	0	0.38	1	0.989	0	3	Ssus11-RPL18	RPL18	Suss11
Ssus11-ERP29	0	0.42	0.62	0.309	0	3	Ssus11-ERP29	ERP29	Suss11
Ssus11-ACTR2	0	0.42	0.684	0.356	0	3	Ssus11-ACTR2	ACTR2	Suss11
Ssus11-UNC13D	0	0.28	0.315	0.099	0	3	Ssus11-UNC13D	UNC13D	Suss11
Ssus11-FBL	0	0.37	0.461	0.191	0	3	Ssus11-FBL	FBL	Suss11
Ssus11-ENSSSCG00000008677	0	0.25	0.268	0.075	0	3	Ssus11-ENSSSCG00000008677	ENSSSCG00000008677	Suss11
Ssus11-CYTH4	0	0.35	0.418	0.16	0	3	Ssus11-CYTH4	CYTH4	Suss11
Ssus11-MYDGF.1	0	0.41	0.655	0.335	0	3	Ssus11-MYDGF	MYDGF	Suss11
Ssus11-SEC11A	0	0.41	0.606	0.297	0	3	Ssus11-SEC11A	SEC11A	Suss11
Ssus11-CNN2.1	0	0.38	0.59	0.27	0	3	Ssus11-CNN2	CNN2	Suss11
Ssus11-CTSC.1	0	0.47	0.917	0.721	0	3	Ssus11-CTSC	CTSC	Suss11
Ssus11-RPL7L1	0	0.37	0.493	0.213	0	3	Ssus11-RPL7L1	RPL7L1	Suss11
Ssus11-GRB2	0	0.4	0.584	0.28	0	3	Ssus11-GRB2	GRB2	Suss11
Ssus11-CPQ	0	0.26	0.265	0.074	0	3	Ssus11-CPQ	CPQ	Suss11
Ssus11-PRELP.2	0	-0.87	0.433	0.68	0	3	Ssus11-PRELP	PRELP	Suss11
Ssus11-SKAP2	0	0.26	0.274	0.078	0	3	Ssus11-SKAP2	SKAP2	Suss11
Ssus11-ANXA5.2	0	0.43	0.978	0.887	0	3	Ssus11-ANXA5	ANXA5	Suss11
Ssus11-FHL3.1	0	0.41	0.589	0.286	0	3	Ssus11-FHL3	FHL3	Suss11
Ssus11-PTPN18.2	0	0.51	0.872	0.641	0	3	Ssus11-PTPN18	PTPN18	Suss11
Ssus11-ARRB1.1	0	0.42	0.572	0.27	0	3	Ssus11-ARRB1	ARRB1	Suss11
Ssus11-SLC39A6	0	0.26	0.262	0.073	0	3	Ssus11-SLC39A6	SLC39A6	Suss11
Ssus11-ENSSSCG00000033019.1	0	0.44	0.99	0.97	0	3	Ssus11-ENSSSCG00000033019	ENSSSCG00000033019	Suss11
Ssus11-TPM4.1	0	0.46	0.962	0.77	0	3	Ssus11-TPM4	TPM4	Suss11
Ssus11-SLA-DMB.2	0	0.41	0.677	0.341	0	3	Ssus11-SLA-DMB	SLA-DMB	Suss11
Ssus11-RPLP0.1	0	0.33	1	0.994	0	3	Ssus11-RPLP0	RPLP0	Suss11
Ssus11-TINAGL1.2	0	-0.72	0.16	0.466	0	3	Ssus11-TINAGL1	TINAGL1	Suss11
Ssus11-MOB1A	0	0.33	0.469	0.194	0	3	Ssus11-MOB1A	MOB1A	Suss11
Ssus11-SIGMAR1	0	0.31	0.401	0.151	0	3	Ssus11-SIGMAR1	SIGMAR1	Suss11
Ssus11-ENSSSCG00000009625	0	0.29	0.344	0.117	0	3	Ssus11-ENSSSCG00000009625	ENSSSCG00000009625	Suss11
Ssus11-NUDT14	0	0.27	0.305	0.096	0	3	Ssus11-NUDT14	NUDT14	Suss11
Ssus11-TMED3.1	0	0.42	0.728	0.393	0	3	Ssus11-TMED3	TMED3	Suss11
Ssus11-TNFAIP8L2	0	0.28	0.322	0.106	0	3	Ssus11-TNFAIP8L2	TNFAIP8L2	Suss11
Ssus11-ARPC1B	0	0.42	0.698	0.37	0	3	Ssus11-ARPC1B	ARPC1B	Suss11
Ssus11-PLAU	0	0.31	0.356	0.125	0	3	Ssus11-PLAU	PLAU	Suss11
Ssus11-AHCY	0	0.34	0.397	0.152	0	3	Ssus11-AHCY	AHCY	Suss11
Ssus11-PGK1.1	0	0.5	0.656	0.371	0	3	Ssus11-PGK1	PGK1	Suss11
Ssus11-MSRB1.2	0	0.44	0.594	0.299	0	3	Ssus11-MSRB1	MSRB1	Suss11
Ssus11-EXOSC5	0	0.29	0.331	0.112	0	3	Ssus11-EXOSC5	EXOSC5	Suss11
Ssus11-GGH	0	0.33	0.406	0.156	0	3	Ssus11-GGH	GGH	Suss11
Ssus11-CLEC11A.1	0	0.4	0.546	0.255	0	3	Ssus11-CLEC11A	CLEC11A	Suss11
Ssus11-ARHGAP22	0	0.3	0.374	0.135	0	3	Ssus11-ARHGAP22	ARHGAP22	Suss11
Ssus11-PRXL2A	0	0.28	0.327	0.109	0	3	Ssus11-PRXL2A	PRXL2A	Suss11
Ssus11-EVI2B	0	0.28	0.312	0.101	0	3	Ssus11-EVI2B	EVI2B	Suss11
Ssus11-NOP56	0	0.37	0.453	0.192	0	3	Ssus11-NOP56	NOP56	Suss11
Ssus11-CRELD2	0	0.31	0.418	0.163	0	3	Ssus11-CRELD2	CRELD2	Suss11
Ssus11-RPS27A	0	0.31	1	0.997	0	3	Ssus11-RPS27A	RPS27A	Suss11
Ssus11-RPL22	0	0.39	0.996	0.978	0	3	Ssus11-RPL22	RPL22	Suss11
Ssus11-MYL3.3	0	-1.23	0.015	0.303	0	3	Ssus11-MYL3	MYL3	Suss11
Ssus11-SPC24	0	0.34	0.398	0.154	0	3	Ssus11-SPC24	SPC24	Suss11
Ssus11-LRRC59	0	0.38	0.577	0.277	0	3	Ssus11-LRRC59	LRRC59	Suss11
Ssus11-RPL3.1	0	0.4	0.998	0.964	0	3	Ssus11-RPL3	RPL3	Suss11
Ssus11-FGR	0	0.25	0.266	0.077	0	3	Ssus11-FGR	FGR	Suss11
Ssus11-CCDC167	0	0.35	0.451	0.189	0	3	Ssus11-CCDC167	CCDC167	Suss11
Ssus11-RPL31	0	0.39	0.999	0.994	0	3	Ssus11-RPL31	RPL31	Suss11
Ssus11-BST2.2	0	0.29	0.684	0.336	0	3	Ssus11-BST2	BST2	Suss11
Ssus11-ENSSSCG00000032073.2	0	0.41	0.632	0.333	0	3	Ssus11-ENSSSCG00000032073	ENSSSCG00000032073	Suss11
Ssus11-MCUB	0	0.29	0.32	0.107	0	3	Ssus11-MCUB	MCUB	Suss11
