p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
Ssus11-ENSSSCG00000032129.7	1.18203140431512e-218	0.957072554153812	0.993	0.839	1.42623909244663e-214	7	Ssus11-ENSSSCG00000032129
Ssus11-ATP2A2.5	8.86652104307542e-218	1.02234670762706	0.961	0.564	1.06983442905748e-213	7	Ssus11-ATP2A2
Ssus11-TAGLN.6	1.60188412915384e-217	-2.18823732706988	0.351	0.814	1.93283339023702e-213	7	Ssus11-TAGLN
Ssus11-ENSSSCG00000039506.5	4.54174095321581e-216	-1.67674768920266	0.785	0.947	5.4800646341502e-212	7	Ssus11-ENSSSCG00000039506
Ssus11-PFKM.6	2.08169388095501e-215	0.877651980588609	0.885	0.34	2.51177183676032e-211	7	Ssus11-PFKM
Ssus11-SPARC.6	2.40985992452582e-213	-2.01524811670237	0.963	0.985	2.90773698493285e-209	7	Ssus11-SPARC
Ssus11-COL1A1.5	1.0557166502424e-211	-2.52208030003884	0.893	0.938	1.27382771018249e-207	7	Ssus11-COL1A1
Ssus11-HTRA1.4	2.08235161306619e-209	-1.79838457356355	0.402	0.829	2.51256545632566e-205	7	Ssus11-HTRA1
Ssus11-RYR2.6	1.16505210538977e-208	0.718503949237684	0.714	0.221	1.40575187036329e-204	7	Ssus11-RYR2
Ssus11-ENSSSCG00000031608.7	1.78768072416478e-208	0.812292524521887	0.871	0.316	2.15701556177722e-204	7	Ssus11-ENSSSCG00000031608
Ssus11-ACTC1.4	5.79185726933951e-207	1.17516527700572	0.992	0.704	6.98845498118506e-203	7	Ssus11-ACTC1
Ssus11-PCP4.6	8.24106413548879e-205	1.00329388067119	0.984	0.56	9.94366798588078e-201	7	Ssus11-PCP4
Ssus11-SSR4.7	2.35351674886754e-202	-1.47330952986314	0.488	0.882	2.83975330918357e-198	7	Ssus11-SSR4
Ssus11-COL5A2.6	1.12162929377818e-201	-1.76924415875633	0.345	0.803	1.35335790587276e-197	7	Ssus11-COL5A2
Ssus11-CKM.7	1.36767945230201e-201	1.2821442043483	1	0.735	1.65024202714761e-197	7	Ssus11-CKM
Ssus11-FLNA.5	2.82376712320644e-199	-1.58036737458894	0.368	0.822	3.40715741086089e-195	7	Ssus11-FLNA
Ssus11-COL6A1.5	3.99276288838524e-199	-1.77676558893646	0.709	0.904	4.81766770112563e-195	7	Ssus11-COL6A1
Ssus11-COL1A2.7	1.35881232292866e-197	-2.28324152668906	0.939	0.955	1.63954294884573e-193	7	Ssus11-COL1A2
Ssus11-FTL.6	1.64819136465078e-194	-2.58204150566532	0.95	0.987	1.98870770058763e-190	7	Ssus11-FTL
Ssus11-MGP.6	4.38410799890347e-194	-2.18523162026197	0.762	0.89	5.28986471147693e-190	7	Ssus11-MGP
Ssus11-SLC25A4.7	2.00033907881649e-188	1.07066504840816	0.999	0.725	2.41360913249998e-184	7	Ssus11-SLC25A4
Ssus11-COL5A1.6	1.34973182338871e-186	-1.54144405035672	0.367	0.795	1.62858641810082e-182	7	Ssus11-COL5A1
Ssus11-MTERF3.6	3.40873312110663e-186	0.84820069970047	0.924	0.49	4.11297738392726e-182	7	Ssus11-MTERF3
Ssus11-ENSSSCG00000002449.6	5.67450383108322e-186	0.862257306469331	0.927	0.496	6.84685632258501e-182	7	Ssus11-ENSSSCG00000002449
Ssus11-COL3A1.7	8.76546757677935e-186	-2.02819597636321	0.996	0.999	1.0576413178142e-181	7	Ssus11-COL3A1
Ssus11-ERBB3.6	1.37838743231246e-185	0.875291052143506	0.98	0.775	1.66316227582822e-181	7	Ssus11-ERBB3
Ssus11-RPL3.5	1.05651624468806e-184	-1.36112476378185	0.607	0.885	1.27479250084062e-180	7	Ssus11-RPL3
Ssus11-HSPG2.6	1.22483060461397e-184	-1.37490233219198	0.668	0.93	1.47788060752722e-180	7	Ssus11-HSPG2
Ssus11-NMRK2.5	2.182550252424e-184	0.599392902513282	0.664	0.201	2.63346513457479e-180	7	Ssus11-NMRK2
Ssus11-IGFBP7.5	3.11196495766553e-182	-1.3523548868532	0.875	0.969	3.75489691791923e-178	7	Ssus11-IGFBP7
Ssus11-GAPDH.7	3.43154069273947e-182	0.84608031308035	1	0.999	4.14049699985945e-178	7	Ssus11-GAPDH
Ssus11-SERPINH1.6	3.3025017512566e-181	-1.38347823656496	0.388	0.814	3.98479861306621e-177	7	Ssus11-SERPINH1
Ssus11-CTSH.6	5.26497573627095e-181	-1.65596966845003	0.204	0.715	6.35271972338453e-177	7	Ssus11-CTSH
Ssus11-ENSSSCG00000000405.6	1.12139101148497e-178	0.832913144890142	1	0.938	1.35307039445776e-174	7	Ssus11-ENSSSCG00000000405
Ssus11-RRBP1.4	6.86556937572137e-177	-1.30036988699007	0.193	0.709	8.28399600874541e-173	7	Ssus11-RRBP1
Ssus11-GPX1.2	1.03959067786495e-176	-1.32795947445272	0.614	0.905	1.25437011191185e-172	7	Ssus11-GPX1
Ssus11-ENSSSCG00000013436.7	5.92269984231676e-176	0.890896358442337	0.999	0.891	7.1463296297394e-172	7	Ssus11-ENSSSCG00000013436
Ssus11-COX7A1.6	4.35107349918028e-175	1.04272002524518	1	0.791	5.25000528411093e-171	7	Ssus11-COX7A1
Ssus11-POSTN.5	3.17881899476257e-174	-1.73251037206758	0.379	0.785	3.83556299908052e-170	7	Ssus11-POSTN
Ssus11-TMSB10.6	3.36588118021299e-174	-1.91755854578941	0.996	0.997	4.06127223204499e-170	7	Ssus11-TMSB10
Ssus11-MDH1.7	4.32078136720905e-174	0.83590795385218	0.967	0.58	5.21345479767444e-170	7	Ssus11-MDH1
Ssus11-FMOD.4	4.88009050163722e-174	-1.41263241250471	0.121	0.661	5.88831719927547e-170	7	Ssus11-FMOD
Ssus11-LDB3.7	8.74695172254413e-174	0.845641113807751	0.914	0.431	1.05540719484217e-169	7	Ssus11-LDB3
Ssus11-ENSSSCG00000000576.6	1.48522273693409e-173	0.879244395746966	0.999	0.9	1.79206975438468e-169	7	Ssus11-ENSSSCG00000000576
Ssus11-COX7C.7	5.81377582196168e-173	0.813011273315787	1	0.963	7.01490190677897e-169	7	Ssus11-COX7C
Ssus11-ENSSSCG00000001229.5	1.12459990876052e-172	-1.07236260549174	0.987	0.997	1.35694224991045e-168	7	Ssus11-ENSSSCG00000001229
Ssus11-CST3.7	2.70772941631846e-172	-1.6142057643894	0.883	0.959	3.26714631372986e-168	7	Ssus11-CST3
Ssus11-CFL1.4	2.41826216442813e-170	-1.34415753216614	0.321	0.767	2.91787512759898e-166	7	Ssus11-CFL1
Ssus11-NEBL.5	4.55411076111191e-170	0.857916684809201	0.948	0.52	5.49499004435763e-166	7	Ssus11-NEBL
Ssus11-PPP1R3C.4	6.09843362577723e-170	0.568228045953962	0.637	0.199	7.3583700128628e-166	7	Ssus11-PPP1R3C
Ssus11-ATP5MD.7	9.03672922605336e-169	0.802707221789767	0.993	0.823	1.0903717484156e-164	7	Ssus11-ATP5MD
Ssus11-CTSB.6	1.08060214206087e-168	-1.74101569430664	0.436	0.805	1.30385454461065e-164	7	Ssus11-CTSB
Ssus11-GOT1.6	2.81943756607222e-167	0.703333637180725	0.755	0.282	3.40193336722274e-163	7	Ssus11-GOT1
Ssus11-TRDN.3	4.15826737113634e-167	0.522282575820053	0.48	0.121	5.0173654100131e-163	7	Ssus11-TRDN
Ssus11-ENO3.7	1.79842218823672e-166	0.920701235611463	0.997	0.714	2.16997621232643e-162	7	Ssus11-ENO3
Ssus11-ENSSSCG00000015747.5	4.19545865468315e-166	0.800281919779566	0.95	0.468	5.06224041274069e-162	7	Ssus11-ENSSSCG00000015747
Ssus11-CHCHD10.6	1.45168986391187e-165	0.920147919913795	1	0.805	1.75160898979607e-161	7	Ssus11-CHCHD10
Ssus11-RPL35.4	8.740116612992e-165	-0.779251316493678	1	1	1.05458247052362e-160	7	Ssus11-RPL35
Ssus11-CSTB.6	1.29161653003857e-164	-2.14688948081909	0.209	0.691	1.55846450514453e-160	7	Ssus11-CSTB
Ssus11-TUBA1B.5	7.78150802510637e-164	-1.21742391815937	0.809	0.943	9.38916758309335e-160	7	Ssus11-TUBA1B
Ssus11-RPS28.3	9.82454191802872e-164	0.591006479920925	0.999	0.997	1.18542922782934e-159	7	Ssus11-RPS28
Ssus11-TNNC1.7	6.18364794157633e-163	0.994409116864277	1	0.807	7.461189606306e-159	7	Ssus11-TNNC1
Ssus11-VIM.4	1.26988875141668e-162	-1.76291333278106	0.786	0.893	1.53224776745936e-158	7	Ssus11-VIM
Ssus11-COX5B.7	9.7969181864678e-161	0.747191166506233	1	0.945	1.1820961483792e-156	7	Ssus11-COX5B
Ssus11-EEF1A2.6	3.48713170476567e-160	0.857648653664804	0.983	0.585	4.20757311497026e-156	7	Ssus11-EEF1A2
Ssus11-LMNA.3	1.49798965511987e-159	-1.21282676473748	0.381	0.794	1.80747431786764e-155	7	Ssus11-LMNA
Ssus11-CYBA.6	1.90366622009563e-158	-1.35795894601323	0.153	0.649	2.29696366116739e-154	7	Ssus11-CYBA
Ssus11-SERF2.5	1.0346465109656e-157	-0.844064471786122	1	1	1.24840448013109e-153	7	Ssus11-SERF2
Ssus11-TMEM52B.4	5.22314228959914e-157	0.564993324767344	0.577	0.179	6.30224348663032e-153	7	Ssus11-TMEM52B
Ssus11-TPM1.6	6.25454905573244e-157	0.789393272843381	1	0.933	7.54673889064676e-153	7	Ssus11-TPM1
Ssus11-S100A6.7	5.03117827727712e-156	-1.58027531135531	0.248	0.705	6.07061970936257e-152	7	Ssus11-S100A6
Ssus11-CCDC80.5	8.74486970905753e-156	-1.51128622916949	0.439	0.802	1.05515597909488e-151	7	Ssus11-CCDC80
Ssus11-PSAP.6	1.53139629442288e-154	-1.2458618659553	0.668	0.9	1.84778276885065e-150	7	Ssus11-PSAP
Ssus11-MYL2.7	1.82217073388855e-154	0.986824862267219	1	0.826	2.19863120750993e-150	7	Ssus11-MYL2
Ssus11-ENSSSCG00000017164.6	3.92095409957113e-154	-1.27867047159489	0.477	0.815	4.73102321654253e-150	7	Ssus11-ENSSSCG00000017164
Ssus11-ATP5ME.6	8.82639196835572e-154	0.773483350194473	1	0.94	1.0649924549018e-149	7	Ssus11-ATP5ME
Ssus11-ENSSSCG00000003046.3	9.47704955493056e-154	-1.01065142178335	0.704	0.932	1.14350079929792e-149	7	Ssus11-ENSSSCG00000003046
Ssus11-RPS9.4	1.69616128820975e-153	-0.912932077752736	0.974	0.994	2.04658821035389e-149	7	Ssus11-RPS9
Ssus11-RPL28.6	2.34738163529544e-153	-0.913916388429591	1	0.999	2.83235068114747e-149	7	Ssus11-RPL28
Ssus11-CAMK2D.6	1.82774135067777e-151	0.715304487835268	0.841	0.374	2.2053527137278e-147	7	Ssus11-CAMK2D
Ssus11-ENSSSCG00000032166.5	5.71934524721732e-151	0.728744860037337	0.974	0.728	6.90096197529242e-147	7	Ssus11-ENSSSCG00000032166
Ssus11-THBS4.6	9.32747976642459e-150	-1.73505713736438	0.54	0.841	1.12545370861679e-145	7	Ssus11-THBS4
Ssus11-MMP2.4	9.50940831702759e-148	-1.45503920765734	0.371	0.754	1.14740520753255e-143	7	Ssus11-MMP2
Ssus11-UQCRFS1.6	7.72767266736881e-147	0.737293283496552	0.957	0.62	9.32420984044721e-143	7	Ssus11-UQCRFS1
Ssus11-CDH2.6	1.50761440636076e-146	0.583610779272209	0.674	0.245	1.8190875427149e-142	7	Ssus11-CDH2
Ssus11-CKMT2.7	1.75317589811711e-146	0.723679662790887	0.936	0.45	2.11538203866811e-142	7	Ssus11-CKMT2
Ssus11-TIMP1.3	2.4279934433895e-146	-1.53608822872362	0.187	0.651	2.92961688879377e-142	7	Ssus11-TIMP1
Ssus11-ENSSSCG00000004578.6	3.42676777327224e-145	-1.32729553022669	0.33	0.736	4.13473799523028e-141	7	Ssus11-ENSSSCG00000004578
Ssus11-ATP5F1A.6	5.48759608342219e-145	0.725735343608213	0.995	0.884	6.62133343425721e-141	7	Ssus11-ATP5F1A
Ssus11-LRRC39.5	1.91882939496947e-144	0.521074736834775	0.593	0.192	2.31525954797016e-140	7	Ssus11-LRRC39
Ssus11-PGAM2.6	2.84120234634226e-144	0.692410784585431	0.845	0.37	3.42819475109657e-140	7	Ssus11-PGAM2
Ssus11-THBS2.5	6.83104801553368e-144	-1.27298881189066	0.197	0.652	8.24234253554294e-140	7	Ssus11-THBS2
Ssus11-SLC25A3.7	1.16001618390509e-143	0.684707735931529	0.997	0.915	1.39967552749989e-139	7	Ssus11-SLC25A3
Ssus11-TYROBP.7	4.58968351538163e-143	-1.45094435035826	0.197	0.65	5.53791212965947e-139	7	Ssus11-TYROBP
Ssus11-PDLIM5.6	8.24997036125606e-143	0.705165731218804	0.881	0.426	9.95441423789156e-139	7	Ssus11-PDLIM5
Ssus11-ATP5MC3.7	1.35408116042205e-142	0.719521340052439	0.92	0.553	1.63383432816524e-138	7	Ssus11-ATP5MC3
Ssus11-FHL2.5	3.38271758801326e-142	0.786180724145099	0.851	0.452	4.0815870416968e-138	7	Ssus11-FHL2
Ssus11-SUCLG1.6	1.58382334234264e-141	0.633510452977121	0.77	0.326	1.91104124487062e-137	7	Ssus11-SUCLG1
Ssus11-ATP5IF1.7	4.83423007155035e-141	0.676526971133563	0.993	0.904	5.83298200433265e-137	7	Ssus11-ATP5IF1
Ssus11-ENSSSCG00000002907.7	7.3810264676102e-141	0.680589634638856	0.988	0.848	8.90594653581847e-137	7	Ssus11-ENSSSCG00000002907
Ssus11-ENSSSCG00000029830.4	2.39021424620233e-140	-0.707779304977881	0.992	0.999	2.88403250946774e-136	7	Ssus11-ENSSSCG00000029830
Ssus11-ENSSSCG00000021374.5	3.1283216828794e-140	0.738101552834724	0.988	0.771	3.77463294256229e-136	7	Ssus11-ENSSSCG00000021374
Ssus11-RPLP0.3	3.16543106406155e-140	-0.63102878556438	1	1	3.81940912189667e-136	7	Ssus11-RPLP0
Ssus11-YBX3.5	6.61820397086581e-140	0.742791783997926	0.975	0.755	7.98552491124669e-136	7	Ssus11-YBX3
Ssus11-SPP1.6	1.23790135393169e-139	-2.58318224004157	0.055	0.55	1.49365177365398e-135	7	Ssus11-SPP1
Ssus11-NDUFA1.7	3.10547436531952e-139	0.647549593611016	0.869	0.403	3.74706536919453e-135	7	Ssus11-NDUFA1
Ssus11-ATP5MG.7	6.8917433720235e-139	0.726226306703265	0.926	0.588	8.31557755268355e-135	7	Ssus11-ATP5MG
Ssus11-FCGRT.5	6.97727146505652e-139	-1.07584091051221	0.368	0.751	8.41877574973719e-135	7	Ssus11-FCGRT
Ssus11-LMOD2.7	9.11114241919216e-139	0.65400070223401	0.847	0.359	1.09935044429973e-134	7	Ssus11-LMOD2
Ssus11-COX4I1.7	6.03230049762127e-138	0.570003847021843	1	0.998	7.27857378042982e-134	7	Ssus11-COX4I1
Ssus11-S100A11.6	9.92997571856905e-138	-1.42886135542699	0.574	0.832	1.19815087020254e-133	7	Ssus11-S100A11
Ssus11-PTP4A3.5	3.83777877135855e-137	0.669312175128571	0.871	0.407	4.63066386552122e-133	7	Ssus11-PTP4A3
Ssus11-MDH2.7	5.31651492029958e-136	0.738900563558557	0.924	0.59	6.41490690283347e-132	7	Ssus11-MDH2
Ssus11-ENSSSCG00000032573.6	3.24398262527011e-135	0.508272479501087	0.591	0.202	3.91418943565091e-131	7	Ssus11-ENSSSCG00000032573
Ssus11-RPL3L.5	4.94182579191933e-135	0.542161957636136	0.584	0.198	5.96280700052987e-131	7	Ssus11-RPL3L
Ssus11-ENSSSCG00000004489.4	1.22340563392645e-134	-0.782966179271947	0.999	1	1.47616123789565e-130	7	Ssus11-ENSSSCG00000004489
Ssus11-TMSB4X.7	1.75681945496278e-134	-1.81744794572018	0.864	0.94	2.11977835435809e-130	7	Ssus11-TMSB4X
Ssus11-ENSSSCG00000024974.6	8.04036827534928e-134	-0.880909817541633	0.99	0.997	9.70150836103644e-130	7	Ssus11-ENSSSCG00000024974
Ssus11-ENSSSCG00000010190.7	9.25355673721336e-134	0.893040885936535	1	0.823	1.11653415591216e-129	7	Ssus11-ENSSSCG00000010190
Ssus11-ENSSSCG00000034019.7	9.48019917203736e-134	0.653304707551579	0.996	0.931	1.14388083209803e-129	7	Ssus11-ENSSSCG00000034019
Ssus11-RRAD.6	3.52375296190091e-133	0.751092117063337	0.913	0.513	4.25176032382964e-129	7	Ssus11-RRAD
Ssus11-MYBPC3.6	1.96666923243527e-132	0.800391476857018	0.999	0.696	2.3729830958564e-128	7	Ssus11-MYBPC3
Ssus11-ACO2.6	2.36959143960752e-132	0.689234663353725	0.957	0.64	2.85914903103043e-128	7	Ssus11-ACO2
Ssus11-TPM4.6	3.45329546511355e-132	-1.3187309258451	0.206	0.636	4.16674630820601e-128	7	Ssus11-TPM4
Ssus11-SSR2.4	2.55328276165236e-131	-0.92374186927561	0.744	0.922	3.08079098020974e-127	7	Ssus11-SSR2
Ssus11-ENSSSCG00000039825.6	3.09782010535427e-131	0.673120973077279	0.888	0.426	3.73782973912047e-127	7	Ssus11-ENSSSCG00000039825
Ssus11-LUM.4	5.77207351125501e-130	-1.16526336773116	0.525	0.818	6.96458389868029e-126	7	Ssus11-LUM
Ssus11-SELENOM.5	8.75548688681978e-130	-1.03983878048933	0.285	0.695	1.05643704776367e-125	7	Ssus11-SELENOM
Ssus11-PCOLCE.6	3.56780635828372e-129	-1.15059501894034	0.436	0.781	4.30491515190514e-125	7	Ssus11-PCOLCE
Ssus11-PDE4DIP.5	4.62694538013923e-129	0.588088162969339	0.722	0.293	5.58287229567599e-125	7	Ssus11-PDE4DIP
Ssus11-UQCRQ.6	4.90524644167095e-129	0.647812853066393	0.988	0.782	5.91867035652016e-125	7	Ssus11-UQCRQ
Ssus11-ATP5MC1.7	7.51961359465014e-129	0.654597706114413	0.996	0.907	9.07316576330486e-125	7	Ssus11-ATP5MC1
Ssus11-ATP5PO.6	2.0660918204138e-128	0.64162302476669	0.992	0.817	2.49294639051129e-124	7	Ssus11-ATP5PO
Ssus11-FAU	3.34221687386723e-128	0.43256023154204	0.463	0.136	4.03271888000821e-124	7	Ssus11-FAU
Ssus11-UQCR10.7	1.58675892828409e-127	0.659490171327866	0.971	0.739	1.91458332286758e-123	7	Ssus11-UQCR10
Ssus11-MYH7.7	2.0119399782946e-127	0.863843337549425	1	0.844	2.42760677781026e-123	7	Ssus11-MYH7
Ssus11-CD81.3	2.35502446141199e-127	-0.878167628294	0.841	0.96	2.8415725151397e-123	7	Ssus11-CD81
Ssus11-ENSSSCG00000033262.5	5.10328826854102e-127	-0.79637546163415	1	1	6.1576276248216e-123	7	Ssus11-ENSSSCG00000033262
Ssus11-COL6A3.5	2.1705822919187e-126	-1.15115980342703	0.444	0.775	2.61902459342911e-122	7	Ssus11-COL6A3
Ssus11-RARRES2.6	2.85623988228717e-126	-1.20621332107188	0.402	0.756	3.4463390419677e-122	7	Ssus11-RARRES2
Ssus11-TNNT2.6	5.76289486615563e-126	0.812687831332574	1	0.803	6.95350894550338e-122	7	Ssus11-TNNT2
Ssus11-MYOM1.6	6.53668348234846e-126	0.569841552051952	0.742	0.305	7.88716228980165e-122	7	Ssus11-MYOM1
Ssus11-RPSA.5	1.25560004076299e-125	-1.03370503252541	0.907	0.966	1.51500700918462e-121	7	Ssus11-RPSA
Ssus11-COX5A.6	1.86793010076892e-125	0.642528506952893	0.99	0.817	2.25384445958778e-121	7	Ssus11-COX5A
Ssus11-ACAA2.5	4.03131769867599e-125	0.544842660376311	0.658	0.259	4.86418793522246e-121	7	Ssus11-ACAA2
Ssus11-ATP5PB.4	1.06524204876863e-123	0.648223970904707	0.946	0.638	1.28532105604423e-119	7	Ssus11-ATP5PB
Ssus11-CALR.3	2.04587448270846e-123	-0.934997546242751	0.405	0.759	2.46855215083603e-119	7	Ssus11-CALR
Ssus11-ENSSSCG00000036306.3	6.25823594325679e-122	0.462081450196974	0.462	0.141	7.55118748913364e-118	7	Ssus11-ENSSSCG00000036306
Ssus11-FABP3.7	7.53870706107888e-121	0.653069022034637	0.974	0.656	9.09620393989777e-117	7	Ssus11-FABP3
Ssus11-CSRP3.5	7.79597943900053e-121	0.681992188347089	0.992	0.685	9.40662879109804e-117	7	Ssus11-CSRP3
Ssus11-PPM1E	4.22346083895541e-120	0.363029487557854	0.372	0.095	5.0960278482836e-116	7	Ssus11-PPM1E
Ssus11-RPS8.5	6.59430259505039e-120	-0.699869426468851	0.999	0.999	7.9566855111878e-116	7	Ssus11-RPS8
Ssus11-ALDOA.6	7.18674643425945e-120	0.602030025344329	0.828	0.407	8.67152824757745e-116	7	Ssus11-ALDOA
Ssus11-GRN.5	7.98239773027946e-120	-0.99190361046303	0.294	0.678	9.63156110135519e-116	7	Ssus11-GRN
Ssus11-ENSSSCG00000006395.6	1.85206891460986e-119	-1.16271676082539	0.249	0.637	2.23470635236826e-115	7	Ssus11-ENSSSCG00000006395
Ssus11-ABLIM1.5	3.41759683970683e-119	0.540017280364668	0.64	0.248	4.12367234679026e-115	7	Ssus11-ABLIM1
Ssus11-ACTN2.6	5.41076510749791e-119	0.673355872132149	0.99	0.648	6.52862917870698e-115	7	Ssus11-ACTN2
Ssus11-ANXA5.2	8.36594668848232e-119	-0.946057296134894	0.465	0.787	1.00943512743228e-114	7	Ssus11-ANXA5
Ssus11-UQCRC2.6	2.66886553773779e-118	0.58346751509302	0.725	0.323	3.22025315783441e-114	7	Ssus11-UQCRC2
Ssus11-ASB11	3.17674956357473e-118	0.359368920599314	0.359	0.09	3.83306602340927e-114	7	Ssus11-ASB11
Ssus11-COX17.6	5.62001448370065e-118	0.588516787252161	0.747	0.337	6.78110947603321e-114	7	Ssus11-COX17
Ssus11-COQ8A.5	7.39272092330811e-118	0.56264288995215	0.717	0.307	8.92005706606356e-114	7	Ssus11-COQ8A
Ssus11-ENSSSCG00000016737.6	1.32835814944612e-117	-1.09209428025452	0.757	0.915	1.60279694312169e-113	7	Ssus11-ENSSSCG00000016737
Ssus11-MACROD1.5	7.69884829655066e-117	0.493481643036354	0.611	0.23	9.28943035461803e-113	7	Ssus11-MACROD1
Ssus11-TSPAN12.6	9.2003135279084e-117	0.565479323935629	0.738	0.316	1.11010983027743e-112	7	Ssus11-TSPAN12
Ssus11-CYCS.7	1.50096192943421e-116	0.625693395764568	0.962	0.683	1.81106066405532e-112	7	Ssus11-CYCS
Ssus11-DHRS7C	1.95717147141185e-116	0.365456809264659	0.347	0.087	2.36152309740554e-112	7	Ssus11-DHRS7C
Ssus11-MIF.5	2.8698162003538e-116	-0.895709186233324	0.628	0.874	3.4627202273469e-112	7	Ssus11-MIF
Ssus11-ENSSSCG00000037274.4	3.3290200513827e-116	-1.07839096213394	0.552	0.815	4.01679559399836e-112	7	Ssus11-ENSSSCG00000037274
Ssus11-AK1.5	3.61278345454494e-116	0.549459161277429	0.679	0.28	4.35918451625393e-112	7	Ssus11-AK1
Ssus11-CS.6	3.9114409896715e-116	0.626159466267482	0.792	0.385	4.71954469813764e-112	7	Ssus11-CS
Ssus11-CSF1R.5	9.8961069872274e-116	-1.15146289292887	0.2	0.599	1.19406426907886e-111	7	Ssus11-CSF1R
Ssus11-CD36.5	7.48604922555177e-115	0.585852897000799	0.725	0.322	9.03266699555077e-111	7	Ssus11-CD36
Ssus11-MPC2.6	1.05597585912234e-114	0.587675144252212	0.787	0.386	1.27414047161701e-110	7	Ssus11-MPC2
Ssus11-EFEMP2.6	1.86382848186085e-114	-0.999325753397774	0.196	0.606	2.2488954462133e-110	7	Ssus11-EFEMP2
Ssus11-ENO1.5	2.20389092126187e-114	-1.0505709656265	0.291	0.664	2.65921478559457e-110	7	Ssus11-ENO1
Ssus11-P4HB.4	6.53314750501122e-114	-0.892550683574619	0.392	0.74	7.88289577954654e-110	7	Ssus11-P4HB
Ssus11-FITM1.4	1.21206293268459e-113	0.448227867112842	0.572	0.204	1.46247513457723e-109	7	Ssus11-FITM1
Ssus11-CASQ2.6	2.37197974728038e-113	0.54983859471499	0.85	0.381	2.86203076306851e-109	7	Ssus11-CASQ2
Ssus11-NEXN.4	1.26341269471998e-112	0.557469731121456	0.666	0.28	1.52443375744913e-108	7	Ssus11-NEXN
Ssus11-B3GALT2	1.28646915551731e-112	0.375321493748671	0.375	0.101	1.55225368304719e-108	7	Ssus11-B3GALT2
Ssus11-RPL29.5	1.97665270202003e-112	-0.757546493224131	0.993	0.998	2.38502915025737e-108	7	Ssus11-RPL29
Ssus11-ENSSSCG00000030849.2	2.54685041491915e-112	0.529751129588428	0.992	0.957	3.07302971064144e-108	7	Ssus11-ENSSSCG00000030849
Ssus11-LGMN.6	3.56415064546962e-112	-1.27860904058333	0.138	0.547	4.30050416882364e-108	7	Ssus11-LGMN
Ssus11-GFM1.4	4.03155944831943e-112	0.487855157713375	0.576	0.217	4.86447963034223e-108	7	Ssus11-GFM1
Ssus11-LMO7.4	1.40754233243018e-111	0.447036713915271	0.533	0.187	1.69834057831026e-107	7	Ssus11-LMO7
Ssus11-VDAC2.6	1.87325107536839e-111	0.576558076400267	0.739	0.343	2.2602647475395e-107	7	Ssus11-VDAC2
Ssus11-ID3.4	2.06007902716016e-111	-1.04184702632146	0.393	0.726	2.48569135417145e-107	7	Ssus11-ID3
Ssus11-ENSSSCG00000034570.5	1.07240390353759e-110	-1.10049827667173	0.962	0.984	1.29396255000846e-106	7	Ssus11-ENSSSCG00000034570
Ssus11-RAMP1.6	1.76824938323341e-110	0.617591104209364	0.842	0.447	2.13356970580943e-106	7	Ssus11-RAMP1
Ssus11-PYGB.7	1.62162041340925e-109	0.482610117652876	0.845	0.365	1.9566471908196e-105	7	Ssus11-PYGB
Ssus11-ENSSSCG00000003261.6	7.33349876541109e-109	0.587758974335456	0.969	0.77	8.84859961034502e-105	7	Ssus11-ENSSSCG00000003261
Ssus11-ACOT13.5	8.17834667605119e-109	0.461900875576721	0.623	0.246	9.86799309932337e-105	7	Ssus11-ACOT13
Ssus11-PPIB.5	9.53943241575098e-109	-0.970414926726809	0.317	0.668	1.15102791528451e-104	7	Ssus11-PPIB
Ssus11-C1QB.5	1.25094211067755e-108	-1.27701028394194	0.287	0.647	1.50938675074353e-104	7	Ssus11-C1QB
Ssus11-ENSSSCG00000000905.5	2.12455320339121e-108	0.604420081872248	0.828	0.452	2.56348589521184e-104	7	Ssus11-ENSSSCG00000000905
Ssus11-SORBS2.5	2.21237240063808e-108	0.54691621466482	0.764	0.341	2.66944853860991e-104	7	Ssus11-SORBS2
Ssus11-KLHL41.3	6.96347714210528e-108	0.451159601026188	0.475	0.161	8.40213151966423e-104	7	Ssus11-KLHL41
Ssus11-ATP5F1C.5	1.07640421397559e-107	0.606940474525585	0.931	0.669	1.29878932458295e-103	7	Ssus11-ATP5F1C
Ssus11-SORBS1.5	2.74349379179932e-107	0.47084872448587	0.593	0.23	3.31029960918505e-103	7	Ssus11-SORBS1
Ssus11-ATP5PF.6	1.06414077369665e-106	0.548335318087349	0.999	0.925	1.28399225754237e-102	7	Ssus11-ATP5PF
Ssus11-NDUFS4.7	1.42027964048209e-106	0.596945038430387	0.828	0.441	1.71370941420569e-102	7	Ssus11-NDUFS4
Ssus11-SH3BGRL3.4	2.22127931465834e-106	-1.00773439023149	0.26	0.627	2.68019562106675e-102	7	Ssus11-SH3BGRL3
Ssus11-NME2.3	3.04942850408513e-106	-0.744198076358267	0.849	0.962	3.67944043302912e-102	7	Ssus11-NME2
Ssus11-SLC8A1.5	1.13500115850635e-105	0.481455620771119	0.62	0.251	1.36949239785377e-101	7	Ssus11-SLC8A1
Ssus11-ISG12(A).5	1.30233638791333e-105	-1.13192195975285	0.738	0.924	1.57139908565622e-101	7	Ssus11-ISG12(A)
Ssus11-NUDT3.6	1.32956736721751e-105	-0.66956367248978	0.995	0.997	1.60425598528465e-101	7	Ssus11-NUDT3
